species,latitude_year_coef,latitude_year_SE,latitude_pvalue,latitude_rsquared,latitude_rsquared_adj,longitude_year_coef,longitude_year_SE,longitude_pvalue,longitude_rsquared,longitude_rsquared_adj
CYNOSCION NOTHUS,0.002869281574219379,0.005251156266288714,0.5884601522982502,0.008966252354376075,-0.021065073331854922,0.011523899780431598,0.01200899095410412,0.3442320896237703,0.02714683883247264,-0.002333559990785883
DACTYLOPTERUS VOLITANS,0.016375958124452996,0.008275491512536759,0.10473194411547473,0.43920085762230393,0.3270410291467647,-0.06052845268457895,0.04064955133109531,0.19665394115099574,0.3072119057330925,0.16865428687971096
DECAPTERUS MACARELLUS,0.10895469294716863,0.024715655653978486,0.021653385051325694,0.8662705137239058,0.8216940182985412,0.37654200858138015,0.10033679279410916,0.03305318380109688,0.8243905710451307,0.765854094726841
DECAPTERUS PUNCTATUS,0.0010906725098491074,0.008986419880274928,0.9041132700863066,4.3306021505373315e-4,-0.028965967425679917,-0.006797013685502927,0.036339398875731406,0.8527389598839052,0.0010279103722014148,-0.02835362167567501
DECODON PUELLARIS,-5.28899606106616e-4,0.008211302802177006,0.9490564057088797,1.3381430396852323e-4,-0.03211993362170995,-0.0016009956614126582,0.025614743254936883,0.9505636225996452,1.2600386758849382e-4,-0.032127996007650594
DIPLECTRUM BIVITTATUM,-0.01602117321001785,0.005591812394936636,0.007098814307931145,0.19448213242998516,0.17079043044263187,-0.07126589854224405,0.018925865706823742,6.306191804112477e-4,0.29430141576820146,0.2735455750555016
DIPLECTRUM FORMOSUM,0.01881966337725383,0.008004063618643253,0.02430315380974152,0.13312420155097923,0.1090443182607288,0.06000441881502321,0.03114210288344318,0.061927404618767376,0.09348522608407696,0.06830426014196811
DIPTURUS OLSENI,0.015460823905250899,0.026547918993344338,0.5675386770608479,0.018493745052358172,-0.03603438022251093,0.060205260829029855,0.0851459680774909,0.4885687902038601,0.027025253264356376,-0.027028899332068423
DOROSOMA CEPEDIANUM,-0.006452377654662565,0.009865557753924883,0.5419742032993007,0.07880902265057163,-0.10542917281931397,0.01481998588518682,0.06997979448963658,0.8406442448697736,0.008890007045563642,-0.18933199154532354
DOROSOMA PETENENSE,-0.01440415737778142,0.006144639501036713,0.02639311159055616,0.16405913696160276,0.13420410613880285,0.011390665692769284,0.03394875706407988,0.7397299793853582,0.004004513790839452,-0.03156675357377359
ECHENEIS NAUCRATES,-0.0067806749461336285,0.012871107634065682,0.6024720867767448,0.009814597531864783,-0.025549166841997373,-0.026056226762545442,0.03752186869118617,0.49313620001536296,0.01693090388092521,-0.018178706694756075
ECHIOPHIS INTERTINCTUS,0.03282259190321234,0.026536830747735024,0.24439496730840105,0.13268570636551014,0.04595427700206112,0.1386042926942852,0.09846174747378919,0.189538252216332,0.16538765441219283,0.08192641985341209
ECHIOPHIS PUNCTIFER,-0.02747618234701484,0.01958115609098578,0.19083815841904744,0.16450527651665797,0.0809558041683236,-0.22951992240594207,0.1017538752545152,0.04772067183870713,0.3372173914311696,0.2709391305742864
ENGRAULIS EURYSTOLE,-0.035730563296154795,0.026105790436948304,0.18706454439262932,0.08974598591567702,0.041837879911239106,-0.10134692178140922,0.07505737735207262,0.19279883273590182,0.08755619506134873,0.039532836906682856
ENGYOPHRYS SENTA,-0.015818799230178607,0.005811404538756552,0.009936655257749566,0.1706871104597957,0.14765064130590122,-0.05140777402443178,0.024052386837916453,0.039435526427234024,0.11260454901078704,0.08795467537219781
EPINEPHELUS FLAVOLIMBATUS,-0.03999560320832417,0.015465941225378957,0.016858245200229275,0.23311876007239338,0.1982605218938659,-0.1196299095644702,0.05894314365219551,0.05466650264130887,0.15770776460208363,0.11942175390217846
EPINEPHELUS NIVEATUS,0.014212950284894367,0.03812389870470808,0.7179187964104794,0.015208129615992931,-0.09421318931556355,-0.07942226392486981,0.12848302186543045,0.5517940148026287,0.040727929342200306,-0.06585785628644425
EQUETUS LANCEOLATUS,0.017038316651263676,0.023333416132868427,0.48609163530472677,0.06248623847299393,-0.054702981717881904,0.026252259284748378,0.08962126114389296,0.7770341293287072,0.010611774644415579,-0.11306175352503245
ETROPUS CROSSOTUS,-0.017125966086467836,0.003698137492281025,5.4491374054808914e-5,0.39389363163778934,0.3755267719904496,-0.10517509807564025,0.011505368226920627,1.4587777011889187e-10,0.7168963338500737,0.7083174348758334
ETROPUS CYCLOSQUAMUS,-0.0279322967648569,0.015395407970470799,0.08164703469170244,0.11635113079330495,0.0810051760250371,-0.09302453872648736,0.04545605666090393,0.051361915538909106,0.14348499923585378,0.10922439920528793
ETROPUS MICROSTOMUS,-0.024313441640690395,0.01755499077327336,0.18631044969641453,0.11338034226651272,0.05427236508428024,-0.048530842910953165,0.06692848516934623,0.4795415997640815,0.03386568966955132,-0.03054326435247856
ETROPUS RIMOSUS,-0.002032393626027489,0.10765602558928898,0.985668145858728,7.127512757532579e-5,-0.19991446984690953,0.029408570778370967,0.3991175214272596,0.9441187965429851,0.0010846882002342306,-0.1986983741597188
ETRUMEUS TERES,-0.01450081422931031,0.009969094326307321,0.15495690334185308,0.058583619545873655,0.03089490247369353,-0.029232577379967484,0.029636002076682596,0.33091093446826825,0.02782035014832692,-7.731689649574935e-4
EUCINOSTOMUS ARGENTEUS,-0.02636726419452851,0.015676857928333537,0.10503529177607687,0.10165216089642372,0.0657182473322806,-0.039578313277327484,0.042940246892479814,0.3654914576630741,0.03286492274199323,-0.005820480348327051
EUCINOSTOMUS GULA,-0.007256596289188789,0.0084336406799735,0.3950909107193714,0.019616875699755065,-0.006879965497548879,-0.02053790266715286,0.027701562720936396,0.4631317862312646,0.014638530956961557,-0.011992860098255731
FISTULARIA PETIMBA,0.003438456499294164,0.023485471418500645,0.8856867547569116,0.001528748464380137,-0.069790626645307,-0.011493754806939158,0.09138484253376512,0.901699862941521,0.0011286441745304808,-0.07021930981300306
FISTULARIA TABACARIA,0.019208475124322597,0.04800955451218187,0.6974982884595371,0.01575554404064386,-0.08266890155529194,0.10819478703402945,0.14516009771198743,0.47321617798304716,0.052630508256030537,-0.04210644091836646
FOETOREPUS AGASSIZII,-0.052319665260441836,0.02207927839637182,0.04527273362799718,0.4124185840701815,0.33897090707895416,-0.046812271841827256,0.042569190890572234,0.30346116626851155,0.13131149164627698,0.022725428102061573
FOWLERICHTHYS RADIOSUS,-0.008784871578527701,0.005401073877319777,0.11281372243667145,0.07027442973312174,0.043710842011211004,-0.021621767952193154,0.021556279329488778,0.32272707073524365,0.027942090385014783,1.690072531581599e-4
GOBIOIDES BROUSSONNETII,-0.09063319672132002,0.049413308855673785,0.14054314959674433,0.456834508721558,0.32104313590194744,-0.3149733606557634,0.10659247062519349,0.04176417285717873,0.6858214832408529,0.6072768540510661
GOBIONELLUS HASTATUS,-0.029914185036083077,0.012290862219431873,0.027031435345207657,0.2701946342992367,0.22458179894293906,-0.03129107821639883,0.04650305566027188,0.5106246474745277,0.027519404781264658,-0.03326063241990629
GOBIONELLUS OCEANICUS,-0.024969386899992653,0.036017476463549906,0.5140745365667436,0.07416065832751,-0.08014589861790511,-0.14722907549190073,0.13122730418067596,0.3047703523552556,0.17341115979557686,0.035646353094839656
GYMNACHIRUS MELAS,-0.02582997397919474,0.008189619752111913,0.004292282162340016,0.2930291032883161,0.2635719825919959,-0.0673811318605392,0.036368833107606836,0.07626012072394744,0.12512715369503544,0.08867411843232853
GYMNACHIRUS TEXAE,-0.014797195701833585,0.0066461555525310885,0.03251900106097689,0.12405809076544994,0.09903117907303427,-0.06099909574244585,0.02324321635541149,0.01277894443799655,0.16442622973155818,0.14055269343817423
GYMNOTHORAX KOLPOS,-0.04710220722476789,0.015199670683566596,0.005909637149522093,0.3357377274003073,0.3007765551582182,-0.17458472039923947,0.05522299261751787,0.005139244352461023,0.3447092949820924,0.3102203105074658
GYMNOTHORAX NIGROMARGINATUS,-0.03435439143336283,0.008431886261058615,2.7231126565307535e-4,0.33468098376832583,0.3145198014582751,-0.12736921355158834,0.031704116899025046,3.202013251422353e-4,0.3284463232119208,0.3080962117941002
GYMNOTHORAX OCELLATUS,-0.024714575098399697,0.03541603587677703,0.5011832341662907,0.04643614712778549,-0.048920238159436025,-0.06074426547060648,0.1312122724505622,0.6533133167134036,0.020982257765573466,-0.07691951645786932
GYMNOTHORAX SAXICOLA,0.007784631692570229,0.010847532079674052,0.4799063249196882,0.021007879058408657,-0.019783459314157703,-0.005519406659727772,0.041237519236855494,0.8946417371346869,7.458722222372007e-4,-0.04088971643516959
GYMNURA MICRURA,0.06909172365235457,0.0292105650328684,0.037461659833883665,0.33713536053555354,0.2768749387660585,0.08829748254281865,0.07683995292893106,0.27488385081264166,0.10717557901017738,0.026009722556557202
HAEMULON AUROLINEATUM,0.003054391630210149,0.007347893911557766,0.6800433297150348,0.004648346621078297,-0.022253049416189885,0.014576536857414269,0.023113978999755848,0.532153920488902,0.010634433229540961,-0.016105176683174127
HALIEUTICHTHYS ACULEATUS,0.012810222494906298,0.005396286909559226,0.02397863823935355,0.15382345766294056,0.12652744016819673,0.056340603065225495,0.025146999480030952,0.032368248977903885,0.13935788247793748,0.11159523352561285
HARENGULA JAGUANA,0.005330223604584365,0.008079699731649063,0.5137606841182705,0.012281895107555063,-0.015938622175086126,0.029005063594022013,0.02563942535065989,0.26563433385232094,0.03527496362508144,0.0077113911572267435
HEMANTHIAS LEPTUS,0.023554110259371593,0.013415687587861085,0.09613955431973817,0.14621259169848247,0.09877995790395366,0.04175827628258047,0.04455696397754687,0.3610670247073984,0.04652544614057802,-0.006445362407167643
HEMANTHIAS VIVANUS,-0.02931726802488965,0.01776572351219369,0.11967634086620545,0.1536522074209459,0.0972290212490089,-0.12751073259564225,0.0634574784047099,0.06284200533550471,0.21208731498287128,0.15955980264839598
HEMICARANX AMBLYRHYNCHUS,0.04004021865927287,0.015175790221915345,0.013656874775248311,0.20497739325711492,0.17553211152589698,0.05207704304964919,0.02786860242176283,0.07255574835561762,0.11451904428291391,0.0817234533304293
HETEROPRIACANTHUS CRUENTATUS,0.024693949353908753,0.032484694916175054,0.4665979180559643,0.06033300867395199,-0.04407443480672013,0.09476611769072689,0.08401432346281647,0.28850135964251555,0.12385985820185266,0.026510953557614014
HIPPOCAMPUS ERECTUS,-0.01973767944927174,0.017132727738003076,0.257836890938783,0.03982357253750545,0.009818059179302452,-0.05249735793246541,0.039652935014686856,0.19490921756000842,0.0519295829064106,0.022302382372235918
HIPPOCAMPUS ZOSTERAE,0.0681306068601579,0.06525827317505448,0.3731997246085315,0.2664977538358828,0.021997005114510415,-0.038297273526827026,0.15173711868624326,0.8170423699048874,0.02079244437333859,-0.30561007416888186
HIRUNDICHTHYS RONDELETII,-0.040435833967347505,0.0137907682554248,0.016700029189779596,0.48855434047580987,0.4317270449731221,-0.1446156468796847,0.06132918328507665,0.04273956626497985,0.38187977127879114,0.3131997458653235
HISTRIO HISTRIO,-0.056231046546196276,0.024108553329879438,0.034020668577323554,0.26614982038827173,0.21722647508082316,-0.1723923431241608,0.05887861325952187,0.01038893307763253,0.36367237798296925,0.3212505365151672
HOPLUNNIS DIOMEDIANA,-0.0038639172136762634,0.013730887556555901,0.7831947156423881,0.006555724133558197,-0.07623129885531177,-0.019603998129114265,0.06278506601331967,0.7602172791668586,0.008059000624240111,-0.07460274932373978
HOPLUNNIS MACRURUS,-0.020660235069423646,0.0062079862894077005,0.002208856447804342,0.25712081256322417,0.23390583795582487,-0.10545081533149707,0.026252734432635514,3.3411925570415703e-4,0.3351937481865511,0.31441855281738085
